candidate_id,name,current_title,current_industry,years_of_experience,current_location,education,skills,open_to_work,notice_period_days,recruiter_response_rate,willing_to_relocate,github_commits,certifications_count,headline,summary
cand_web_011,Candidate Web 11,Full Stack Engineer,Technology,5,Bangalore,B.Tech in Computer Science from Stanford University,"tailwind css, git, css, node.js, express, redux, next.js, react, typescript, redis, docker",True,15,0.79,True,222,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 5 years of experience designing, building, and deploying robust web applications."
cand_web_012,Candidate Web 12,Full Stack Engineer,Technology,6,Hyderabad,M.Tech in Artificial Intelligence from IIIT Hyderabad,"javascript, graphql, redis, react, css, next.js, mongodb, docker",False,45,0.64,False,349,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_013,Candidate Web 13,Full Stack Engineer,Technology,6,Bangalore,M.Tech in Artificial Intelligence from Stanford University,"graphql, rest api, docker, react, next.js, typescript, git, mongodb",False,30,0.74,True,416,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_014,Candidate Web 14,Frontend Developer,Technology,2,Bangalore,M.Tech in Artificial Intelligence from IIT Delhi,"html, redis, redux, graphql, postgresql, javascript, typescript, tailwind css, git",False,60,0.8,False,563,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 2 years of experience designing, building, and deploying robust web applications."
cand_web_015,Candidate Web 15,Full Stack Engineer,Technology,6,Chennai,B.E. in Information Technology from VIT University,"postgresql, next.js, redux, javascript, react, node.js, aws, mongodb, typescript",True,15,0.46,True,326,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_016,Candidate Web 16,Backend Developer,Technology,4,Chennai,Dual Degree (B.Tech + M.Tech) in CS from IIIT Hyderabad,"git, html, tailwind css, express, postgresql, javascript, next.js, react, aws, rest api, graphql",True,15,0.81,True,385,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 4 years of experience designing, building, and deploying robust web applications."
cand_web_017,Candidate Web 17,Frontend Developer,Technology,2,Gurgaon,Dual Degree (B.Tech + M.Tech) in CS from Stanford University,"redis, css, html, javascript, tailwind css, docker, git, node.js, rest api, react, aws",True,15,0.49,True,412,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 2 years of experience designing, building, and deploying robust web applications."
cand_web_018,Candidate Web 18,Backend Developer,Technology,4,Gurgaon,B.E. in Information Technology from IIT Delhi,"redux, rest api, graphql, node.js, git, docker, postgresql",False,0,0.48,True,423,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 4 years of experience designing, building, and deploying robust web applications."
cand_web_019,Candidate Web 19,Senior Full Stack Engineer,Technology,10,Delhi,B.E. in Information Technology from IIT Madras,"typescript, next.js, tailwind css, redux, rest api, aws",True,45,0.73,False,538,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 10 years of experience designing, building, and deploying robust web applications."
cand_web_020,Candidate Web 20,Full Stack Engineer,Technology,6,Pune,Dual Degree (B.Tech + M.Tech) in CS from Stanford University,"express, mongodb, javascript, tailwind css, aws, next.js, typescript, graphql, css, postgresql, html",False,0,0.67,False,104,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_021,Candidate Web 21,Frontend Developer,Technology,2,Mumbai,M.Tech in Artificial Intelligence from Delhi Technological University,"node.js, postgresql, mongodb, redis, docker, graphql, next.js, react, express",True,60,0.53,True,50,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 2 years of experience designing, building, and deploying robust web applications."
cand_web_022,Candidate Web 22,Senior Full Stack Engineer,Technology,10,Noida,B.E. in Information Technology from Anna University,"docker, css, node.js, aws, next.js, react, redis, redux, typescript",True,45,0.54,True,253,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 10 years of experience designing, building, and deploying robust web applications."
cand_web_023,Candidate Web 23,Frontend Developer,Technology,2,Gurgaon,B.E. in Information Technology from VIT University,"redux, node.js, javascript, mongodb, typescript, docker, postgresql, express, css, redis, git",True,30,0.47,False,437,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 2 years of experience designing, building, and deploying robust web applications."
cand_web_024,Candidate Web 24,Full Stack Engineer,Technology,7,Mumbai,Dual Degree (B.Tech + M.Tech) in CS from IIT Bombay,"next.js, css, react, node.js, redux, javascript",True,15,0.46,False,67,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 7 years of experience designing, building, and deploying robust web applications."
cand_web_025,Candidate Web 25,Full Stack Engineer,Technology,6,Chennai,M.Tech in Artificial Intelligence from IIT Delhi,"mongodb, javascript, graphql, postgresql, redis, express, react, tailwind css, rest api, next.js, html",False,15,0.73,False,557,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_026,Candidate Web 26,Frontend Developer,Technology,2,Gurgaon,B.E. in Information Technology from IIT Madras,"redux, rest api, css, git, react, aws, redis, express, graphql",False,90,0.8,True,560,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 2 years of experience designing, building, and deploying robust web applications."
cand_web_027,Candidate Web 27,Full Stack Engineer,Technology,7,Chennai,B.E. in Information Technology from Carnegie Mellon University,"graphql, next.js, html, javascript, react, mongodb",True,15,0.5,True,238,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 7 years of experience designing, building, and deploying robust web applications."
cand_web_028,Candidate Web 28,Senior Full Stack Engineer,Technology,8,Delhi,B.E. in Information Technology from MIT,"rest api, css, aws, next.js, mongodb, typescript, node.js",False,0,0.53,True,58,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 8 years of experience designing, building, and deploying robust web applications."
cand_web_029,Candidate Web 29,Senior Full Stack Engineer,Technology,8,Chennai,B.Tech in Computer Science from Carnegie Mellon University,"css, redux, graphql, javascript, rest api, postgresql, react, next.js, git, html, mongodb",False,45,0.5,True,291,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 8 years of experience designing, building, and deploying robust web applications."
cand_web_030,Candidate Web 30,Full Stack Engineer,Technology,5,Delhi,Dual Degree (B.Tech + M.Tech) in CS from VIT University,"docker, node.js, express, css, redis, tailwind css",True,90,0.83,False,527,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 5 years of experience designing, building, and deploying robust web applications."
cand_web_031,Candidate Web 31,Senior Full Stack Engineer,Technology,8,Noida,B.E. in Information Technology from IIIT Hyderabad,"mongodb, react, aws, html, typescript, redis, next.js",True,45,0.68,True,89,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 8 years of experience designing, building, and deploying robust web applications."
cand_web_032,Candidate Web 32,Senior Full Stack Engineer,Technology,10,Pune,B.Tech in Computer Science from Delhi Technological University,"css, react, aws, javascript, rest api, node.js, redis, git, graphql, typescript, mongodb",False,45,0.41,False,452,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 10 years of experience designing, building, and deploying robust web applications."
cand_web_033,Candidate Web 33,Full Stack Engineer,Technology,7,Mumbai,B.E. in Information Technology from IIT Bombay,"css, node.js, rest api, tailwind css, graphql, postgresql, express, html",True,90,0.65,True,203,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 7 years of experience designing, building, and deploying robust web applications."
cand_web_034,Candidate Web 34,Frontend Developer,Technology,3,Noida,B.E. in Information Technology from MIT,"docker, aws, react, git, css, redux, redis, tailwind css, node.js, rest api, postgresql",False,90,0.42,False,575,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 3 years of experience designing, building, and deploying robust web applications."
cand_web_035,Candidate Web 35,Senior Full Stack Engineer,Technology,8,Chennai,B.E. in Information Technology from Delhi Technological University,"tailwind css, html, css, graphql, rest api, express, next.js, git, typescript, react",False,90,0.71,True,378,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 8 years of experience designing, building, and deploying robust web applications."
cand_web_036,Candidate Web 36,Full Stack Engineer,Technology,6,Mumbai,Dual Degree (B.Tech + M.Tech) in CS from VIT University,"aws, rest api, javascript, graphql, next.js, tailwind css",False,0,0.94,False,351,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 6 years of experience designing, building, and deploying robust web applications."
cand_web_037,Candidate Web 37,Senior Full Stack Engineer,Technology,10,Chennai,M.Tech in Artificial Intelligence from IIIT Hyderabad,"redis, next.js, redux, react, aws, graphql, html, tailwind css, postgresql, node.js",False,30,0.46,False,266,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 10 years of experience designing, building, and deploying robust web applications."
cand_web_038,Candidate Web 38,Full Stack Engineer,Technology,5,Noida,Dual Degree (B.Tech + M.Tech) in CS from BITS Pilani,"node.js, aws, mongodb, css, javascript, typescript, rest api, redis",False,90,0.81,False,508,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 5 years of experience designing, building, and deploying robust web applications."
cand_web_039,Candidate Web 39,Full Stack Engineer,Technology,5,Chennai,M.Tech in Artificial Intelligence from MIT,"git, css, rest api, typescript, express, javascript, aws, redis",True,0,0.49,True,259,0,Full Stack Developer specializing in React and Node.js,"Software Engineer with 5 years of experience designing, building, and deploying robust web applications."
cand_web_040,Candidate Web 40,Senior Full Stack Engineer,Technology,9,Bangalore,B.Tech in Computer Science from Carnegie Mellon University,"postgresql, express, tailwind css, docker, rest api, javascript, redis",False,90,0.72,False,187,1,Full Stack Developer specializing in React and Node.js,"Software Engineer with 9 years of experience designing, building, and deploying robust web applications."
cand_pm_001,Candidate PM 1,Associate Product Manager,Technology,3,Pune,B.Tech in Computer Science from Carnegie Mellon University,"sql, data analytics, product management, user research, scrum, market analysis, wireframing, product analytics, jira",False,90,0.62,True,47,0,Product Manager driving user-centric products,"Experienced Product Manager with 3 years in tech, passionate about agile delivery and product-led growth."
cand_pm_002,Candidate PM 2,Senior Product Manager,Technology,5,Mumbai,MBA in Product Management from Stanford University,"data analytics, wireframing, jira, product roadmap, product analytics, market analysis, scrum",True,60,0.66,False,49,0,Product Manager driving user-centric products,"Experienced Product Manager with 5 years in tech, passionate about agile delivery and product-led growth."
cand_pm_003,Candidate PM 3,Senior Product Manager,Technology,5,Noida,B.Tech in Computer Science from IIIT Hyderabad,"product analytics, product roadmap, product management, jira, sql",True,90,0.63,False,37,1,Product Manager driving user-centric products,"Experienced Product Manager with 5 years in tech, passionate about agile delivery and product-led growth."
cand_pm_004,Candidate PM 4,Senior Product Manager,Technology,7,Gurgaon,MBA in Product Management from VIT University,"market analysis, scrum, product analytics, jira, sql, wireframing",False,60,0.88,False,43,0,Product Manager driving user-centric products,"Experienced Product Manager with 7 years in tech, passionate about agile delivery and product-led growth."
cand_pm_005,Candidate PM 5,Lead Product Manager,Technology,9,Chennai,B.Tech in Computer Science from Carnegie Mellon University,"data analytics, sql, product management, product roadmap, scrum, wireframing, jira, amplitude",True,30,0.81,False,42,0,Product Manager driving user-centric products,"Experienced Product Manager with 9 years in tech, passionate about agile delivery and product-led growth."
cand_pm_006,Candidate PM 6,Product Manager,Technology,4,Pune,MBA in Product Management from IIT Delhi,"jira, sql, agile, wireframing, product roadmap, data analytics, product management, market analysis",True,60,0.84,False,34,1,Product Manager driving user-centric products,"Experienced Product Manager with 4 years in tech, passionate about agile delivery and product-led growth."
cand_pm_007,Candidate PM 7,Lead Product Manager,Technology,11,Pune,B.Tech in Computer Science from MIT,"product analytics, sql, wireframing, agile, user research, product roadmap",True,90,0.89,False,27,0,Product Manager driving user-centric products,"Experienced Product Manager with 11 years in tech, passionate about agile delivery and product-led growth."
cand_pm_008,Candidate PM 8,Senior Product Manager,Technology,7,Chennai,MBA in Product Management from Anna University,"jira, product analytics, user research, wireframing, scrum, market analysis, agile, product management, sql",False,30,0.86,True,37,0,Product Manager driving user-centric products,"Experienced Product Manager with 7 years in tech, passionate about agile delivery and product-led growth."
cand_pm_009,Candidate PM 9,Senior Product Manager,Technology,6,Pune,B.Tech in Computer Science from IIT Bombay,"jira, user research, data analytics, product roadmap, scrum, amplitude",False,30,0.84,True,47,1,Product Manager driving user-centric products,"Experienced Product Manager with 6 years in tech, passionate about agile delivery and product-led growth."
cand_pm_010,Candidate PM 10,Senior Product Manager,Technology,5,Bangalore,MBA in Product Management from IIT Bombay,"product roadmap, jira, agile, user research, product analytics, product management, market analysis, sql",True,60,0.62,False,17,0,Product Manager driving user-centric products,"Experienced Product Manager with 5 years in tech, passionate about agile delivery and product-led growth."
cand_pm_011,Candidate PM 11,Lead Product Manager,Technology,11,Gurgaon,B.Tech in Computer Science from BITS Pilani,"agile, wireframing, market analysis, product roadmap, data analytics, amplitude, product management, jira, sql",True,30,0.77,True,41,0,Product Manager driving user-centric products,"Experienced Product Manager with 11 years in tech, passionate about agile delivery and product-led growth."
cand_pm_012,Candidate PM 12,Associate Product Manager,Technology,3,Bangalore,MBA in Product Management from IIIT Hyderabad,"jira, product roadmap, sql, product analytics, product management, scrum",False,90,0.63,False,35,1,Product Manager driving user-centric products,"Experienced Product Manager with 3 years in tech, passionate about agile delivery and product-led growth."
cand_pm_013,Candidate PM 13,Lead Product Manager,Technology,9,Delhi,B.Tech in Computer Science from Anna University,"sql, data analytics, product management, jira, market analysis, product roadmap, user research, product analytics, wireframing",False,30,0.69,False,36,0,Product Manager driving user-centric products,"Experienced Product Manager with 9 years in tech, passionate about agile delivery and product-led growth."
cand_pm_014,Candidate PM 14,Lead Product Manager,Technology,10,Mumbai,MBA in Product Management from IIIT Hyderabad,"sql, jira, product management, agile, amplitude, wireframing",True,90,0.72,False,48,0,Product Manager driving user-centric products,"Experienced Product Manager with 10 years in tech, passionate about agile delivery and product-led growth."
cand_pm_015,Candidate PM 15,Lead Product Manager,Technology,11,Bangalore,B.Tech in Computer Science from IIT Bombay,"product roadmap, product management, product analytics, agile, jira",False,90,0.81,True,49,1,Product Manager driving user-centric products,"Experienced Product Manager with 11 years in tech, passionate about agile delivery and product-led growth."
cand_pm_016,Candidate PM 16,Lead Product Manager,Technology,8,Pune,MBA in Product Management from IIT Bombay,"user research, scrum, product roadmap, sql, amplitude, data analytics, wireframing, product management, jira",True,30,0.84,False,49,0,Product Manager driving user-centric products,"Experienced Product Manager with 8 years in tech, passionate about agile delivery and product-led growth."
cand_pm_017,Candidate PM 17,Product Manager,Technology,4,Bangalore,B.Tech in Computer Science from IIIT Hyderabad,"product analytics, product roadmap, scrum, agile, product management",False,90,0.78,False,18,0,Product Manager driving user-centric products,"Experienced Product Manager with 4 years in tech, passionate about agile delivery and product-led growth."
cand_pm_018,Candidate PM 18,Lead Product Manager,Technology,11,Hyderabad,MBA in Product Management from IIT Bombay,"product roadmap, product management, agile, jira, product analytics, market analysis, wireframing",True,30,0.73,False,1,1,Product Manager driving user-centric products,"Experienced Product Manager with 11 years in tech, passionate about agile delivery and product-led growth."
cand_pm_019,Candidate PM 19,Senior Product Manager,Technology,5,Pune,B.Tech in Computer Science from Anna University,"product management, market analysis, amplitude, user research, agile, jira, product roadmap",True,60,0.65,True,12,0,Product Manager driving user-centric products,"Experienced Product Manager with 5 years in tech, passionate about agile delivery and product-led growth."
cand_pm_020,Candidate PM 20,Senior Product Manager,Technology,5,Gurgaon,MBA in Product Management from VIT University,"amplitude, user research, product analytics, data analytics, product roadmap, jira, market analysis, scrum, product management",False,30,0.71,True,3,0,Product Manager driving user-centric products,"Experienced Product Manager with 5 years in tech, passionate about agile delivery and product-led growth."
cand_pm_021,Candidate PM 21,Lead Product Manager,Technology,10,Delhi,B.Tech in Computer Science from IIIT Hyderabad,"jira, data analytics, market analysis, scrum, agile, product analytics",True,90,0.86,True,37,1,Product Manager driving user-centric products,"Experienced Product Manager with 10 years in tech, passionate about agile delivery and product-led growth."
cand_pm_022,Candidate PM 22,Associate Product Manager,Technology,3,Gurgaon,MBA in Product Management from Stanford University,"agile, amplitude, sql, user research, wireframing, product roadmap",True,60,0.83,True,38,0,Product Manager driving user-centric products,"Experienced Product Manager with 3 years in tech, passionate about agile delivery and product-led growth."
cand_pm_023,Candidate PM 23,Senior Product Manager,Technology,7,Gurgaon,B.Tech in Computer Science from IIT Madras,"product analytics, product management, user research, sql, agile, jira, scrum, product roadmap, amplitude",False,30,0.88,True,45,0,Product Manager driving user-centric products,"Experienced Product Manager with 7 years in tech, passionate about agile delivery and product-led growth."
cand_pm_024,Candidate PM 24,Lead Product Manager,Technology,9,Noida,MBA in Product Management from VIT University,"wireframing, amplitude, market analysis, product management, data analytics, agile",False,30,0.9,False,22,1,Product Manager driving user-centric products,"Experienced Product Manager with 9 years in tech, passionate about agile delivery and product-led growth."
cand_pm_025,Candidate PM 25,Lead Product Manager,Technology,12,Gurgaon,B.Tech in Computer Science from Carnegie Mellon University,"product roadmap, jira, agile, user research, product analytics",True,30,0.69,False,32,0,Product Manager driving user-centric products,"Experienced Product Manager with 12 years in tech, passionate about agile delivery and product-led growth."
cand_civil_001,Candidate Civil 1,Senior Civil Engineer,Construction,6,Gurgaon,B.Tech in Civil Engineering from IIIT Hyderabad,"revit, surveying, site supervision, structural design, concrete design, civil engineering",True,30,0.4,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 6 years of experience executing major real-estate and infrastructural developments.
cand_hr_001,Candidate HR 1,Talent Acquisition Specialist,Human Resources,5,Hyderabad,MBA in HR Management from MIT,"recruitment, talent acquisition, employee relations",False,60,0.93,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 5 years of experience leading recruitment and employee relations workflows.
cand_civil_002,Candidate Civil 2,Senior Civil Engineer,Construction,10,Pune,B.Tech in Civil Engineering from VIT University,"structural design, project estimation, surveying, site supervision, concrete design, civil engineering",True,60,0.47,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 10 years of experience executing major real-estate and infrastructural developments.
cand_hr_002,Candidate HR 2,HR Manager,Human Resources,4,Bangalore,MBA in HR Management from Delhi Technological University,"recruitment, talent acquisition, employee relations",True,30,0.89,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 4 years of experience leading recruitment and employee relations workflows.
cand_civil_003,Candidate Civil 3,Senior Civil Engineer,Construction,7,Noida,B.Tech in Civil Engineering from VIT University,"revit, concrete design, civil engineering, project estimation, structural design, site supervision",False,60,0.57,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 7 years of experience executing major real-estate and infrastructural developments.
cand_hr_003,Candidate HR 3,Talent Acquisition Specialist,Human Resources,7,Bangalore,MBA in HR Management from Stanford University,"recruitment, talent acquisition, employee relations",True,60,0.86,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 7 years of experience leading recruitment and employee relations workflows.
cand_civil_004,Candidate Civil 4,Site Engineer,Construction,3,Gurgaon,B.Tech in Civil Engineering from Delhi Technological University,"autocad, site supervision, staad pro, surveying",True,60,0.72,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 3 years of experience executing major real-estate and infrastructural developments.
cand_hr_004,Candidate HR 4,HR Manager,Human Resources,6,Gurgaon,MBA in HR Management from Anna University,"recruitment, talent acquisition, employee relations",True,30,0.78,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 6 years of experience leading recruitment and employee relations workflows.
cand_civil_005,Candidate Civil 5,Senior Civil Engineer,Construction,6,Noida,B.Tech in Civil Engineering from MIT,"surveying, staad pro, structural design, revit",True,30,0.36,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 6 years of experience executing major real-estate and infrastructural developments.
cand_hr_005,Candidate HR 5,Talent Acquisition Specialist,Human Resources,9,Pune,MBA in HR Management from VIT University,"recruitment, talent acquisition, employee relations",False,60,0.96,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 9 years of experience leading recruitment and employee relations workflows.
cand_civil_006,Candidate Civil 6,Structural Engineer,Construction,4,Bangalore,B.Tech in Civil Engineering from VIT University,"civil engineering, staad pro, site supervision, surveying",True,30,0.58,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 4 years of experience executing major real-estate and infrastructural developments.
cand_hr_006,Candidate HR 6,HR Manager,Human Resources,9,Gurgaon,MBA in HR Management from Delhi Technological University,"recruitment, talent acquisition, employee relations",False,60,0.89,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 9 years of experience leading recruitment and employee relations workflows.
cand_civil_007,Candidate Civil 7,Senior Civil Engineer,Construction,9,Bangalore,B.Tech in Civil Engineering from Carnegie Mellon University,"staad pro, project estimation, civil engineering, surveying, site supervision",True,45,0.61,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 9 years of experience executing major real-estate and infrastructural developments.
cand_hr_007,Candidate HR 7,Talent Acquisition Specialist,Human Resources,9,Chennai,MBA in HR Management from VIT University,"recruitment, talent acquisition, employee relations",True,15,0.84,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 9 years of experience leading recruitment and employee relations workflows.
cand_civil_008,Candidate Civil 8,Site Engineer,Construction,3,Noida,B.Tech in Civil Engineering from Carnegie Mellon University,"civil engineering, project estimation, staad pro, concrete design, revit, surveying, site supervision",True,45,0.4,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 3 years of experience executing major real-estate and infrastructural developments.
cand_hr_008,Candidate HR 8,HR Manager,Human Resources,7,Noida,MBA in HR Management from Carnegie Mellon University,"recruitment, talent acquisition, employee relations",True,30,0.76,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 7 years of experience leading recruitment and employee relations workflows.
cand_civil_009,Candidate Civil 9,Senior Civil Engineer,Construction,7,Bangalore,B.Tech in Civil Engineering from Stanford University,"revit, concrete design, staad pro, site supervision",False,45,0.53,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 7 years of experience executing major real-estate and infrastructural developments.
cand_hr_009,Candidate HR 9,Talent Acquisition Specialist,Human Resources,5,Noida,MBA in HR Management from Stanford University,"recruitment, talent acquisition, employee relations",False,15,0.77,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 5 years of experience leading recruitment and employee relations workflows.
cand_civil_010,Candidate Civil 10,Senior Civil Engineer,Construction,6,Hyderabad,B.Tech in Civil Engineering from Anna University,"civil engineering, project estimation, structural design, staad pro",False,30,0.54,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 6 years of experience executing major real-estate and infrastructural developments.
cand_hr_010,Candidate HR 10,HR Manager,Human Resources,3,Gurgaon,MBA in HR Management from Carnegie Mellon University,"recruitment, talent acquisition, employee relations",False,60,0.86,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 3 years of experience leading recruitment and employee relations workflows.
cand_civil_011,Candidate Civil 11,Structural Engineer,Construction,4,Mumbai,B.Tech in Civil Engineering from VIT University,"staad pro, project estimation, autocad, structural design, surveying, civil engineering",False,45,0.36,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 4 years of experience executing major real-estate and infrastructural developments.
cand_hr_011,Candidate HR 11,Talent Acquisition Specialist,Human Resources,7,Gurgaon,MBA in HR Management from Stanford University,"recruitment, talent acquisition, employee relations",False,60,0.89,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 7 years of experience leading recruitment and employee relations workflows.
cand_civil_012,Candidate Civil 12,Senior Civil Engineer,Construction,6,Noida,B.Tech in Civil Engineering from Anna University,"civil engineering, autocad, structural design, project estimation, site supervision, surveying",True,45,0.78,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 6 years of experience executing major real-estate and infrastructural developments.
cand_hr_012,Candidate HR 12,HR Manager,Human Resources,10,Bangalore,MBA in HR Management from Delhi Technological University,"recruitment, talent acquisition, employee relations",True,15,0.9,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 10 years of experience leading recruitment and employee relations workflows.
cand_civil_013,Candidate Civil 13,Site Engineer,Construction,3,Pune,B.Tech in Civil Engineering from IIIT Hyderabad,"structural design, autocad, revit, concrete design, civil engineering, surveying, site supervision",False,60,0.73,True,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 3 years of experience executing major real-estate and infrastructural developments.
cand_hr_013,Candidate HR 13,Talent Acquisition Specialist,Human Resources,9,Noida,MBA in HR Management from MIT,"recruitment, talent acquisition, employee relations",True,15,0.77,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 9 years of experience leading recruitment and employee relations workflows.
cand_civil_014,Candidate Civil 14,Structural Engineer,Construction,4,Hyderabad,B.Tech in Civil Engineering from Stanford University,"structural design, revit, project estimation, autocad, concrete design, civil engineering",True,30,0.79,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 4 years of experience executing major real-estate and infrastructural developments.
cand_hr_014,Candidate HR 14,HR Manager,Human Resources,4,Chennai,MBA in HR Management from VIT University,"recruitment, talent acquisition, employee relations",False,60,0.88,True,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 4 years of experience leading recruitment and employee relations workflows.
cand_civil_015,Candidate Civil 15,Senior Civil Engineer,Construction,5,Bangalore,B.Tech in Civil Engineering from Anna University,"surveying, site supervision, structural design, concrete design, project estimation, revit, civil engineering",False,60,0.66,False,0,0,Structural Engineer / Site Supervisor,Civil Engineer with 5 years of experience executing major real-estate and infrastructural developments.
cand_hr_015,Candidate HR 15,Talent Acquisition Specialist,Human Resources,10,Hyderabad,MBA in HR Management from Delhi Technological University,"recruitment, talent acquisition, employee relations",True,15,0.77,False,0,0,HR Specialist and Talent Acquisition Leader,Human Resources Professional with 10 years of experience leading recruitment and employee relations workflows.
